id_jeu,titre_jeu,References,auteurs,date_parution_debut,date_parution_fin,information_date,version,nombre_joueurs,age_min,mots_cles,num_boite,localisation_cnj,mecanisme1,mecanisme2,mecanisme3,collection_origine,etat,code_barre
,Kaleidoscope Classic (The),Awareness Games / AnyOne Can Partners / ,,2006.0,,,France,1-3,,"Casse-Tête, Abstrait",86.0,,,,,,,
,Promenons-Nous Dans La Banque,Transogram Company inc / ,,,,,France,,,,86.0,,,,,,,
,Dames / Jeu De Dadas,Horton Enterprises / ,,,,,France,2-4,,"Traditionnel, Abstrait",86.0,,,,,,,
,Elemon,Bettye B Co Inc / ,,2014.0,,,Usa,3-5,,,86.0,,,,,,,
,Ramses Pyramid : Lego Games,Pressman Toy Corp / ,,2009.0,,,Usa,2-4,,Lego,,,,,,,,
,Fish Fish,Milton Bradley Company / ,,2013.0,,,France,2-8,9,,86.0,,,,,,,
,Diavolo,Milton Bradley Company / Link Research corp / ,,2012.0,,,France,2-6,10,,86.0,,,,,,,
,Super King Chinese Chess (Xiang Qi),Steffen Spiele,"Steffen Mühlhäuser, Daniel Krieg (Auteurs)",,,,Asie,2,7,,86.0,,,,,,,
9492.0,Ki-Lu-Di,ASYNCRON GAMES(Editeur - Distributeur) / ,SEBASTIEN DUJARDIN(Auteur) /,,,,France,,12,"Ambiance, Multi Jeux : Loto, Puzzle, Mémory, Jeu Des Familles, Jeu Des Histoires, Jeu D'Observation",86.0,Ambiance 3,,,,,,
5026.0,Halli Galli,Drei Magier Spiele,Jacques Zeimet (Auteur) / Rolf Vogt (Graphisme) / ARVI (Illustrateur),1992.0,,,Allemagne,2-6,8,,87.0,Abstrait Pb 1,,,,,,
5281.0,11 (Jeu Du Onze),Bombyx,Frédéric Henry et Guillaume Blossier (Auteurs) / Stéphane Gantiez (Conception graphique),1997.0,,Boite,Autriche,2-6,10,"Cartes, Chiffres",87.0,Abstrait Pb 2,,,,,,
5087.0,Hollywood Poker,Asyncron GAMES(Editeur - Distributeur) / ,Jérôme Boullonnais (Auteur) / Elise Catros (Illustratrice),1994.0,,,France,4-8,8,"Vs Métiers Cinéma Star Hollywood, Cartes Combinaisons Poker",87.0,Abstrait Pb 2,,,,,,
4250.0,Combo,Red Glove,Federico Dumas (Auteur) / Guido Favaro (Illustrateur),1997.0,,Boite,France,2-4,4,Abstrait Morpion Et Variantes Hasard,87.0,Abstrait Pb 3,,,,,,
6818.0,Track,PS Games,"Mark T. Wood, Frank H.  Dyksterhuis (auteurs)",1975.0,,Boite,Usa,2,6,Abstrait Réflexion Engrenages,87.0,Abstrait Pb 3,,,,,,
9690.0,Hornberger Schieben (Das),,Gerbrand Jespers,1993.0,,,Usa,2-5,,,87.0,Univers Autres,,,,,,
7499.0,Six (Steffen Spiele),Okoïa / Addendo,,2003.0,,Boite,Usa,2,5,"Abstrait Réflexion Pions (Hexagones) , Position Alignement",87.0,Abstrait Pb 2,,,,,,
6934.0,Up & Down,Elemon Games,"Karim Aouidad, Emmanuel Gillet, Johann Roussel (Auteurs) / Marie-Anne Bonneterre (Illustratrice)",1996.0,,Boite,Usa,2-6,7,,87.0,Abstrait Pb 2,,,,,,
5669.0,Merlin (Fils Fils),Lego,Reiner Knizia,1998.0,,,Usa,2-8,8,,87.0,Abstrait Pb 2,,,,,,
4615.0,Dots,Gigamic,Lionel Borg (Auteur) / Christophe Swal (Illustrateur),1998.0,,Boite,France,2-6,8,,87.0,Abstrait Pb 2,,,,,,
7083.0,Yin Yang (Fils Fils),Asmodee,Gilles Lehmann et Corentin Lebrat (Auteurs),1998.0,,Boite,Allemagne,2-6,10,,87.0,Abstrait Pb 2,,,,,,
6459.0,Shit !,,,1996.0,,Boite,Usa,2-6,,,87.0,Abstrait Pb 2,,,,,,
6054.0,Pisa (Adlung),,PRO SENECTUTE SUISSE() /,1999.0,,Boite,France,3-5,,Cartes Plis,87.0,Abstrait Pb 2,,,,,,
7051.0,Wingo Dingo (Point À Point),AMIGO(Editeur - Distributeur) / ,SHAFIR Haim(Auteur) /,1997.0,,Boite,Allemagne,2,,,87.0,Abstrait Pb 2,,,,,,
8824.0,Potty Pot Shots,CARLIT(Editeur) / ,,1976.0,,Boite,Belgique,,5,"Humour Hygiene Cabinet , Adresse Tir",88.0,"Humour Hygiene Cabinet , Adresse Tir",,,,,,
8483.0,Building Boom,FUN CONNECTION / ,,1965.0,1985.0,Estimation,Canada,,10,Adresse Rapidité Construction,88.0,Adresse Rapidité Construction,,,,,,
8921.0,Leaning Tower Of Pisa Game,Pressman Toy Corp / JUMBO International / ,,1960.0,1963.0,"Estimation, Acquisition En 1963",Usa,1-4,7,Adresse Habileté Équilibre,88.0,Adresse Habileté Équilibre,,,,,,
9280.0,Kup Stax,Edmond DUJARDIN (éditions) / Smurfit Group / ,MAC CARTHY J.B.() /,1995.0,,Boite,Allemagne,,7,Adresse Rapidité (Pile De Gobelets),88.0,Adresse Rapidité (Pile De Gobelets),,,,,,
9279.0,Jenga Xtreme,ZOCH(Editeur - Distributeur) / ,WERSTEIN ALBRECHT(Auteur) / ZOCH Klaus(Auteur) /,2003.0,,Boite,Belgique,,,Adresse Habileté Équilibre,88.0,Adresse Habileté Équilibre,,,,,,
9003.0,Executive Pick Up,STEFFEN Spiele / ,MUHLAUSER Steffen() /,,,,France,,6,Adresse Habileté Équilibre,88.0,Adresse Habileté Équilibre,,,,,,
9269.0,Martian Mix Up,ADLUNG SPIELE / ,MARTENS Jurgen() /,,,,France,2-4,10,"Fantastique Monstres, Observation Rapidité Action",88.0,"Fantastique Monstres, Observation Rapidité Action",,,,,,
7778.0,"Star Wars Return Of The Jedi, Battle At Sarlacc'S Pit",FILS FILS / ,STAUPE Reinhard() /,1983.0,,Boite,France,2-4,5,"Star Wars, Bataille",88.0,265,,,,,,
5028.0,Halli Galli Junior (Amigo),ADLUNG SPIELE / ,NAEGELE Bernhard() / MARTENS Jurgen() /,1997.0,,,France,2-4,10,Observation Rapidité Clowns,89.0,Abstrait Pb 1,,,,,,
10735.0,Witty Pong,FILS FILS / ,JONETTE Claude() /,,,,France,,8,,89.0,,,,,,,
8581.0,On Prend Les Paris,ADLUNG SPIELE / ,STAUPE Reinhard() /,2007.0,2008.0,,France,2-6,8,"Cartes Plis , Chateau Roi Bourreau Dragon",89.0,Abstrait Pb 2,,,,,,
7584.0,Excape,ADLUNG SPIELE / ,BURKHARDT Gunter() /,2008.0,,Boite,France,3-6,12,Abstrait Dés Combinaison,89.0,Abstrait Pb 2,,,,,,
10734.0,Witty Zibi,Point a Point / ,,,,,France,,8,,89.0,,,,,,,
,Bezette En Laiton,American Publishing Corp /,,,,,France,,,,89.0,,,265 ADRESSE,,,,
3798.0,La Bezette  (En Bois),Kohner Bros Inc /,,,,,France,,,,89.0,,,265 ADRESSE,,,,
5688.0,Mikado Magnetique,"Shackman , NY /",,,,,France,,,Mikado Adresse Équilibre Magnétique,89.0,Abstrait Pb 1,,265 ADRESSE,,,,
5470.0,Loco,Hasbro canada inc /,,2003.0,,Boite,France,2-4,5,,89.0,Abstrait Pb 2,,265 ADRESSE,,,,
4746.0,Erben Von Hoax (Die),Parker Brothers / HASBRO /,,1999.0,,Boite,France,4-8,12,Succession Royauté Héritage Pouvoir,89.0,Abstrait Pb 2,,265 ADRESSE,,,,
5268.0,Fruits (Le Jeu Des),Benjor /,,2003.0,,,France,2-6,,Fruits,90.0,Abstrait Pb 2,,265 ADRESSE,,,,
7050.0,Wingo Dingo (Card World),Chad Valley /,,2000.0,,Boite,France,2 ou plus,3,,90.0,Abstrait Pb 2,,265 ADRESSE,,,,
4852.0,Flinke Pinke,Parker Brothers(Editeur) / Lucasfilm Ltd(Licence) /,,1994.0,,Boite,France,2-5,7,,90.0,Abstrait Pb 2,,,,,,
4219.0,Coffre Fort (Le),AMIGO / ,SHAFIR Haim() /,1996.0,,Boite,Belgique,2,4,Coffre Fort Déduction,90.0,Abstrait Pb 2,,,,,,
7302.0,Grimpe,WITTY EDITIONS(Editeur - Distributeur) / ,,2008.0,,Boite,France,1-5,,"Adresse Dextérité, Escalade Montagne",90.0,Abstrait 1,,,,,,
6560.0,Sticheln (Le Taquin),Défifoo / ,FINET Olivier() /,1993.0,,Boite,Belgique,3-6,7,,90.0,Abstrait Pb 2,,,,,,
4245.0,Coloretto,FILOSOFIA Editions / ,KNIZIA Reiner() / FAGNERE Olivier() /,2003.0,,Boite,Usa,3-5,8,Cameleons Animaux Reptiles,90.0,Abstrait Pb 2,,,,,,
7089.0,Yoyo (Amigo),WITTY EDITIONS(Editeur - Distributeur) / ,,1998.0,,"Boite, Acquisition 2001",France,2-6,,,90.0,Abstrait Pb 2,,,,,,
,Bungee,,,,,,Usa,2-5,,,90.0,,,,,,,
7321.0,Ane Rouge (L'),INCONNU(Editeur) / ,,,,,Usa,1,,,90.0,Abstrait Pb 2,,,,,,
4138.0,Chrominos (Sourire Pour Saisir),INCONNU / ,,1991.0,,Boite,Usa,1-10,6,"Couleurs, Abstrait Dominos Combinaison",90.0,Dominos,,,,,,
5196.0,Janus (Amigo),FANTASY FLIGHT GAMES / ,KNIZIA Reiner() / SCHOMBURG Brian() /,1996.0,,Boite,France,3-6,8,,90.0,Abstrait Pb 2,,,,,,
5468.0,Lobo 77 (Amigo),SPIELZEIT / ,HESSELMANN Volker() /,1998.0,,Boite,France,2-8,12,,90.0,Abstrait Pb 2,,,,,,
6097.0,Porca Miseria (Amigo),PIATNIK / ,Bar David() / PLANGGER Lisa() /,2000.0,,Boite,France,3-8,6,,90.0,Abstrait Pb 2,,,,,,
5668.0,Merk Mal,CARD WORLD / Point a Point / ,,1993.0,,Boite,Usa,2-5,8,Objets,90.0,Abstrait Pb 2,,,,,,
6989.0,Vitrail,AMIGO / ,KNIZIA Reiner() /,2006.0,,Boite,France,2-4,8,,90.0,Abstrait Pb 2,,,,,,
8601.0,Grand Dalmuti (Le Jeu Du),RAVENSBURGER / ,MEISTER Heinz() / LANGE Dietrich() /,2008.0,,Acquisition,Usa,4-8,7,"Destin, Ascension Sociale, Pouvoir",90.0,,,,,,,
996.0,Subito (Amigo Vf),Scorpion Masqué (le) / ,MICHAUD Benoït() /,2001.0,,,France,2-5,10,,90.0,Abstrait Reflexion,,,,,,
8600.0,Subito (Amigo - V Int),AMIGO / ,PALESCH Klaus() /,1999.0,,Boite,France,2-5,10,,90.0,Abstrait Pb 2,,,,,,
6578.0,Subito (Card World),ABACUS SPIELE / ,SCHACHT Michael() /,2000.0,,,Usa,2-4,8,,90.0,Abstrait Pb 2,,,,,,
3379.0,6 Nimmt (Amigo N° 4910),AMIGO / ,KUHN Wilfried() / KUHN Hanno() /,1994.0,,Boite Et Logo Spiel 1994,France,2-10,6,,90.0,Abstrait Pb 2,,,,,,
6497.0,Solo (Amigo V Intern),AMIGO / ,Haim Shafir (Auteur),2000.0,,"Acquisition France, Boite 1993",Usa,2-10,8,,90.0,Abstrait Pb 2,,,,,,
8029.0,Sudokarre,NC(Editeur - Distributeur) / ,,2007.0,,Acquisition (À Vérifier),France,2-6,,Casse-Tête Chiffres,90.0,Abstrait Pb 1,,,,,,
5052.0,Hattrick,SOURIRE POUR SAISIR(Editeur) / ,ABRAHAM Louis(Auteur) /,1995.0,,Boite,France,4-6,,,90.0,Abstrait Pb 2,,,,,,
6638.0,Take 5 (Amigo V Internat),AMIGO / ,HANNAPPEL Lothar() / VOHWINKEL Franz() /,2001.0,,Boite,Italie,2-6,8,,90.0,Abstrait Pb 2,,,,,,
6840.0,Tresor Des Dragons,AMIGO / ,,2005.0,,Boite,Belgique,2-5,8,Tresors,91.0,Fantastique Pb 1,,,,,,3700126905308
5136.0,Imperator,AMIGO / ,ACZEL Zoltan() /,1970.0,1980.0,Estimation,France,2,8,Abstrait Réflexion Pions,91.0,Abstrait Pb 1,,,,,,
10658.0,The Witcher Adventure Card Game,AMIGO / ,SHAFIR Haim() /,2009.0,,,France,2-4,5,,91.0,,,,,,,5908264496254
10601.0,Mot Dingo,Interlude  - Cocktail games(Editeur - Distributeur) / ,DE LA GORCE Segoléne(Auteur) / BODIN Dominique(Auteur) /,2013.0,,,France,2-8,10,,91.0,Educatif,,,,,,
10611.0,Inka,Play Factory / Wizard of the Coast / Hasbro / ,SWAL Christophe() / GARFIELD Richard() /,2005.0,,,Allemagne,2-4,7,,91.0,Univers Autres Pb,,,,,,4010350700518
3978.0,Can'T Stop (Franjos) (Boite Orange),AMIGO / ,STAUPE Reinhard() /,1998.0,,Boite,Allemagne,2-4,,Hasard Strategie Dés,91.0,Abstrait 2,,,,,,3558380002055
4474.0,Delphi,AMIGO / ,STAUPE Reinhard() /,2002.0,,Boite,Allemagne,3-4,6,"Antiquite, Grece, Guerre, Heros",91.0,Antiquite Pb,,,,,,4280000153791
10856.0,Lunte Fuse,AMIGO / CARD WORLD / ,STAUPE Reinhard() /,2014.0,,Boite,France,,6,,91.0,,,,,,,4280000153791
3747.0,Bataclan,AMIGO / ,KRAMER Wolfgang(Créateur - Designer) / VOHWINKEL Franz(Illustration - graphisme) /,1997.0,,Boite,Allemagne,2-6,10,Hasard Adresse Équilibre,91.0,Abstrait Pb 1,,,,,,3421271201113
3732.0,Banzai (Black Book),AMIGO / ,,2005.0,,Boite,France,3-12,6,Fantastique Combat,91.0,Fantastique Pb 1,,,,,,3760127260011
7483.0,Fairy Tale (What'S Your Game),Interlude  - Cocktail games / ,QUERE Arnaud() / RIVOLLET Alain() /,2005.0,,Boite,Belgique,2-4-5,12,Fantastique,91.0,Fantastique Pb 1,,,,,,8032998400014
4451.0,Death Test 2,AMIGO / ,PALESCH Klaus() /,1980.0,,Boite,France,,10,"Heroic Fantasy, Quête",91.0,Fantastique Pb 1,,,,,,
4709.0,Elixir La Compil (2001),AMIGO / ,KRAMER Wolfgang() /,2001.0,,,France,,10,"Fantastique, Potion Magique",91.0,Fantastique Pb 1,,,,,,3558380000112
7511.0,Micro Mutants Cosmoplantes - Sashimites,WINNING MOVES (France) / ,KNIZIA Reiner() / VOGT Rolf() /,2003.0,2004.0,,Usa,2,6,"Insectes, Adresse Jeu De Puces, Science Fiction, Extra-Terrestres",91.0,Science Fiction Pb,,,,,,3558380000785
8624.0,Hero Immortal King - Le Repaire De La Liche,SMURFIT GAMES / ,,2008.0,,Acquisition,Usa,2,,Hf Combat,91.0,Fantastique Pb 1,,,,,,3558380003700
8623.0,Hero Immortal King - La Forge Des Enfers,,,2008.0,,Acquisition,France,2,12,Hf Combat,91.0,Fantastique Pb 1,,,,,,3558380003717
7695.0,Hero Immortal King - L'Antre De La Folie,Interlude  - Cocktail games(Editeur - Distributeur) / ARITMA(Editeur - Distributeur) / ,VANESSA AUBRY(Auteur) / MOKO(Illustration - graphisme) /,2008.0,,Acquisition,Allemagne,2,6,Hf Combat,91.0,Fantastique Pb 1,,,,,,3558380003724
3548.0,Apfelhexe (Sorcière Aux Pommes),QUEEN GAMES(Editeur - Distributeur) / ,LIESKE Harald(Auteur) /,1997.0,,Boite,Usa,34,8,"Fantastique, Fruits, Sorciers / Sorcieres",91.0,Fantastique Pb 1,,,,,,4010168043852
1257.0,Fight ! Ambre,FRANJOS / ,SACKSON Sid() /,2005.0,,Boite,France,2- ou plus,8,Combat Personnages Sf,91.0,Ent Carton 2,,,,,,
1258.0,Fight ! Duke,HEIDELBERGER SPIELEVERLAG / NURNBERGER Spielkarten / ,,2005.0,,Boite,France,2- ou plus,10,Combat Personnages Sf,91.0,Ent Carton 2,,,,,,
1259.0,Fight ! Jack,MÜCKE SPIELE(Editeur - Distributeur) / ,WHITEHILL Bruce(Auteur) /,2005.0,,Boite,France,2- ou plus,,Combat Personnages Sf,91.0,Ent Carton 2,,,,,,
1260.0,Fight ! Kali,GIGAMIC / ,,2005.0,,Boite,France,2- ou plus,6,Combat Personnages Sf,91.0,Ent Carton 2,,,,,,
10290.0,Fight ! Natasha,BLACK BOOK Editions / ,DREVON Franck() / BERJOAN Tom() /,,,,Allemagne,2 ou plus,7,,91.0,Cartes,,,,,,
1261.0,Fight ! Siu Tin,What's your game / YUHODO / ,NACHIGAMI Yoko() / NAKAMURA Satoshi() /,2005.0,,Boite,France,2- ou plus,12,Combat Personnages Sf,91.0,Ent Carton 2,,,,,,
1262.0,Fight ! Tiger,METAGAMING / ,JACKSON Steve() / BEASLEY Roger() /,2005.0,,Boite,France,2- ou plus,,Combat Personnages Sf,91.0,Ent Carton 2,,,,,,
5167.0,Instinct,WEEK END GAMES(Licence) / ASMODEE(Editeur - Distributeur) / ,LOS RODRIGUEZ(Auteur) / BITTLER Bernard(Auteur) / LEYGONIE Frédéric(Auteur) /,1998.0,,Boite,France,3-6,,"Dragons, Jeu De Cartes",91.0,Fantastique Pb 1,,,,,,742818060387
4668.0,Earthquake,ASMODEE(Editeur - Distributeur) / DARWIN PROJECT(Editeur) / NEXUS(Licence) / ,SWAL Christophe(Auteur) / MAGGI Marco(Auteur) / NEPITELLO Francesco(Auteur) / BAER Cedric(Auteur) / ALFAROLI Riccardo(Auteur) / ALFAROLI Marco(Auteur) /,1998.0,,Boite,France,3-4,6,Heroic Fantasy,91.0,Fantastique Pb 1,,,,,,742818060363
3528.0,Ana Contre Corax La Quête Des Talismans,ASMODEE / ,Fudge() / GANTIEZ Stéphane() / BELTRANDO Emmanuel() /,2003.0,,Boite,Usa,2,9,,91.0,Fantastique Pb 1,,,,,,
4542.0,Dindons & Dragons,ASMODEE / ,GANTIEZ Stéphane() / LOHRAN() / BELTRANDO Emmanuel() /,2004.0,,,Usa,3-6,9,"Heroic Fantasy, Observation Mémoire (Bonneteau)",91.0,Fantastique Pb 1,,,,,,3760085090033
7026.0,War Cry La Grande Alliance,ASMODEE / ,BENOIT Bertrand() / GANTIEZ Stéphane() / BELTRANDO Emmanuel() /,2003.0,,Boite,Usa,2,9,"Cartes, Heroic Fantasy, Cartes À Collectionner",91.0,Fantastique Pb 1,,,,,,3760017660082
4798.0,Fairy Tale (Yuhodo),HABA / ,WOLF Christian() / ROHNER Stéfanie() / SEELIG Renate() /,2004.0,,Boite,Usa,2-5,4,,91.0,Fantastique Pb 1,,,,,,297090201183
4810.0,Fantasy,ECLIPSE Vis Comica(Editeur - Distributeur) / ,ERNEST James(Auteur) / LE FRANCOIS Maxime(Auteur) /,2001.0,,Boite,Usa,2-4,10,Heroic Fantasy,91.0,Fantastique Pb 1,,,,,,
4952.0,Gargon,ECLIPSE Vis Comica / ,ERNEST James(Auteur) / LE FRANCOIS Maxime(Auteur) /,2002.0,,Boite,Usa,3-5,10,Heroic Fantasy Dragons Gargouilles Fées Magicien Sorcier,91.0,Fantastique Pb 1,,,,,,4007396019117
5237.0,Sorciere (Le Jeu De La),ECLIPSE Vis Comica(Editeur) / ,ERNEST James(Auteur) / LE FRANCOIS Maxime(Auteur) /,2003.0,,,Usa,2-6,10,"Contes Et Fables, Fantastique, Sorciers / Sorcieres",91.0,Fantastique Pb 1,,,,,,9001890750298
5777.0,Monstres Et Vampires,ECLIPSE Vis Comica / ,ERNEST James(Auteur) / LE FRANCOIS Maxime(Auteur) /,,,,Usa,1-4,10,"Fantastique, Monstres, Vampires Multijeux Jeux Papier",91.0,Fantastique Pb 1,,,,,,
3436.0,Abracadabra (Davinci),ECLIPSE Vis Comica(Editeur - Distributeur) / ,ERNEST James(Auteur) / LE FRANCOIS Maxime(Auteur) /,2004.0,,Boite,Usa,2-6,10,"Fantastique, Magie / Magicien, Sorciers / Sorcieres",91.0,Fantastique Pb 2,,,,,,8032611690129
4062.0,Chair De Poule Jeu De Cartes,ECLIPSE Vis Comica(Editeur) / ,ERNEST James(Auteur) / LE FRANCOIS Maxime(Auteur) /,1997.0,,Boite,Usa,2-6,10,"Ambiance, Fantastique, Imaginaire",91.0,Fantastique Pb 1,,,,,,5023117445224
8897.0,Policeman The Game Of Cops & Robber,ECLIPSE Vis Comica(Editeur) / ,ERNEST James(Auteur) / LE FRANCOIS Maxime(Auteur) /,1957.0,,Boite,France,2-4,10,Policiers Voleurs,92.0,Policiers Voleurs,,,,,,
8898.0,Trapped,WIZARD OF THE COAST / ,TELESCO Sonia() / SPEARS Ron() / DITERLIZZI Tony() /,1956.0,,Boite,France,2-6,,Policier,92.0,232 Policiers,,,,,,
8895.0,Great Escape (The),WIZARD OF THE COAST / ,ELLIOT Mike() / VENTERS Pete() / TELESCO Sonia() / SPEARS Ron() /,1967.0,,Boite,France,2-4,,Policier Prison Evasion,92.0,Policier Prison Evasion,,,,,,
2276.0,Lie Detector Scientific Crime Game,TOODOO(Editeur) / ,BERG Christophe(Auteur) / NORMAND Loïc(Auteur) /,1960.0,,Boite,France,,8,Policier Enquête Crime Électrique,92.0,Policier Enquête Crime Électrique,,,,,,
8896.0,Lie Detector Scientific Crime Solving Game (The Original),LES EDITIONS DE LA HAUTE ROCHE  / ,BARC Sylvie() / GUISERIX Didier() /,1987.0,,Boite,France,,10,Policier Enquête Crime Électrique,92.0,Policier Enquête Crime Électrique,,,,,,
6648.0,Tanagra,GAMES WORKSHOP / HEXAGONAL / Sabertooth games / ,,1996.0,,Acquisition,Angleterre,2-4,,Abstrait Réflexion Pions Plateau Modulable,93.0,Abstrait Réflexion Pions Plateau Modulable,,,,,,
6187.0,Quo Vadis (Amigo - 2005),YUHODO / ,NAKAMURA Satoshi() /,,,Boite,Usa,3-5,,Antiquite Politique,93.0,Antiquite Politique,,,,,,
6206.0,Ram Speed,WEEK END GAMES / ASMODEE / ,BARC Sylvie() / DION Franck() /,1980.0,,Boite,Usa,2,8,"Antiquite Guerre Navale Galère, Wargame",93.0,"Antiquite Guerre Navale Galère, Wargame",,,,,,
10784.0,Takenoko Chibis,AMIGO / ,DORN Rudiger() /,2015.0,,,Usa,,10,,93.0,Univers Autres Pb,,,,,,
5187.0,Jacob And His Friends (Jacob Et Ses Amis),PIATNIK / ,,1990.0,,Boite : 1989 Sven Hartmann Et 1990 Friedrich W Hey,Usa,,5,Casse Tête Animaux,93.0,Casse Tête Animaux,,,,,,
9858.0,7 Wonders Duel Pantheon,HABOURDIN International / ,,2016.0,,Boite,Usa,2,5,,93.0,,,,,,,
5061.0,Hellas,daVinci Games / ,DEROSSI Gianpaolo() / DI GIORGIO Domenico() / BARLETTA Roberta() /,2003.0,,Boite,Angleterre,2,8,Antiquite,93.0,Antiquite Pb,,,,,,
9590.0,Cesar & Cleopatre Xxx,Hasbro France / Parachute Press Inc / Hasbro International Inc / ,,2010.0,,Boite,Usa,2,7,"Antiquite, Cesar, Egypte, Rome",93.0,"Antiquite, Cesar, Egypte, Rome",,,,,,
7363.0,Warchon Clash At Sygillis,Selchow & Righter Co(Editeur) /,,2002.0,,Boite,Usa,1-2,5,Hf,93.0,,,232 POLICIERS,,,,
6496.0,Sokrates,Bettye B Co Inc /,,1994.0,,Boite,Usa,2-4,,"Jeu De Cartes, Mémoire Contrat",93.0,"Jeu De Cartes, Mémoire Contrat",,,,,,
1387.0,Time'S Up De Troy,Ideal Toy Corp(Editeur) /,,2011.0,,,Angleterre,4-12,,Ambiance Bd Hf,93.0,Ambiance Bd Hf,,232 POLICIERS,,,,
7115.0,Zoon Do (Card World) Rapons & Pandees,MATTEL(Editeur) /,,2000.0,,Boite,Usa,2,,Cartes Combat Peuples Mutants,93.0,Fantastique Pb 3,,232 POLICIERS,,,,
7116.0,Zoon Do Cyber Poulpes & Hell'S Sheepies,Mattel Games(Editeur) /,,2001.0,,Boite,Usa,,8,Fantastique Races Combat,93.0,Fantastique Pb 3,,232 POLICIERS,,,,
7117.0,Zoon Do Kasorenes & Tugeshes,KEIT VIMP BEV(Editeur - Distributeur) /,BEUCHET Gwenael(Auteur) /,2000.0,,Boite,Angleterre,2,10,Fantastique Races Combat,93.0,Fantastique Pb 3,,ABSTRAIT PB 2,,,,
7118.0,Zoon Do Konkistators & Pekles,AMIGO /,KNIZIA Reiner() / VOHWINKEL Franz() /,2000.0,,Boite,Usa,2,12,Fantastique Races Combat,93.0,Fantastique Pb 3,,ANTIQUITE PB,,,,
7119.0,Zoon Do Leoparians & Jailrabbits,METAGAMING /,OSTRANDER Ben() / KEIZER Colin() /,2000.0,,Boite,Usa,2,12,Fantastique Races Combat,93.0,Fantastique Pb 3,,ANTIQUITE PB,,,,
7120.0,Zoon Do Momoots & Krusers,ASMODEE(Editeur - Distributeur) / MATAGOT (éditions du)(Editeur - Distributeur) / BOMBYX(Editeur - Distributeur) /,,2000.0,,Boite,Usa,2,,Fantastique Combat Races,93.0,Fantastique Pb 3,,,,,,
7122.0,Zoon Do Rapons & Pandees,HEYES PUZZLE /,HARTMANN Sven() /,2000.0,,Boite,Usa,2,6,Fantastique Combat Races,93.0,Fantastique Pb 3,,ABSTRAIT PB 2,,,,
7123.0,Zoon Do Techno Gambas & Dinorigenes,REPOS PRODUCTION(Editeur - Distributeur) /,CATHALA Bruno(Auteur) / COIMBRA Miguel(Illustration - graphisme) / BAUZA Antoine(Auteur) /,2001.0,,Boite,Usa,2,10,Fantastique Combat Races,93.0,Fantastique Pb 3,,,,,,
7124.0,Zoon Do Thorinks & Yetis,TILSIT éditions / KOSMOS /,STEPHAN Claus() / BENNO DELONGE Franz() /,2000.0,,Boite,Usa,2,12,Fantastique Combat Races,93.0,Fantastique Pb 3,,,,,,
7109.0,Zoon Koyotos/Turkys,KOSMOS(Editeur - Distributeur) / FILOSOFIA Editions(Editeur - Distributeur) /,LUDTKE Wolfgang(Auteur) / MADURA Christophe(Auteur) / VOHWINKEL Franz(Auteur) /,1999.0,,Boite,Usa,2,10,Fantastique Combat Races,93.0,Fantastique Pb 3,,ANTIQUITE PB,,,,
7110.0,Zoon Krokokos - Pungs,Z-MAN Games /,WHITMAN Ken() / GERARDI Paul() / BARNETT Benjamin() / LEE Tony() /,1999.0,,Boite,Usa,2,12,Fantastique Combat Races,93.0,Fantastique Pb 3,,,,,,
7111.0,Zoon Rhinogoths - Monkus,BLATZ /,KNIZIA Reiner() / REYNOLDS Graham() /,1999.0,,Boite,Usa,2,8,Fantastique Combat Races,93.0,Fantastique Pb 3,,ANTIQUITE PB,,,,
7112.0,Zoon Warus - Boarix,ASMODEE(Distributeur) / REPOS PRODUCTION(Editeur) / R & R Games Inc(Licence) / MC PRODUCTIONS(Licence) /,SARRETT Peter(Auteur) / LES BELGES A SOMBREROS(Auteur) / TARQUIN Didier(Dessinateur) /,1999.0,,Boite,Usa,2,8,Fantastique Combat Races,93.0,Fantastique Pb 3,,DROITS DERIVES PB 3,,,,
7113.0,Zoon Zools - Zyons,HASBRO(Editeur) / CARD WORLD(Licence) / YETI Entertainment(Licence) / ,,1999.0,,Boite,Usa,2,6,Fantastique Combat Races,93.0,Fantastique Pb 3,,,,,,
7114.0,Zoon Zumanbeens - Sharkois,YETI Entertainment(Editeur) / ,PILARTZ Nicolas(Auteur) / ADAM Cyril(Auteur) / CEPO Robert(Auteur) /,1999.0,,Boite,Usa,2,,Fantastique Combat Races,93.0,Fantastique Pb 3,,,,,,
9626.0,Okko Yakusa Hazu Akai,YETI Entertainment / ,PILARTZ Nicolas() / ADAM Cyril() / CEPO Robert() /,2010.0,,Acquisition,Usa,2,,,93.0,Bd Mangas Fantastique Yakuza,,,,,,
5223.0,Familles Tintin (Jeu De),YETI Entertainment / ,PILARTZ Nicolas() / CEPO Robert() /,1993.0,,Boite,Usa,,,"Cartes (7 Familles) , Droit Derive, Tintin,",93.0,"Cartes (7 Familles) , Droit Derive, Tintin,",,,,,,
9625.0,Okko Pajan Gun' Tai,YETI Entertainment(Editeur) / ,PILARTZ Nicolas(Auteur) / ADAM Cyril(Auteur) / CEPO Robert(Auteur) /,2010.0,,,Usa,2,,Bd Mangas Fantastique Chasseurs De Démons,93.0,,,,,,,
